Date,ETR
2008-08-19,760
2008-08-20,756
2008-08-21,753
2008-08-22,749
2008-08-23,745
2008-08-24,741
2008-08-25,737
2008-08-26,733
2008-08-27,729
2008-08-28,725
2008-08-29,720
2008-08-30,716
2008-08-31,712
2008-09-01,707
2008-09-02,703
2008-09-03,699
2008-09-04,694
2008-09-05,690
2008-09-06,685
2008-09-07,680
2008-09-08,675
2008-09-09,671
2008-09-10,666
2008-09-11,661
2008-09-12,656
2008-09-13,651
2008-09-14,646
2008-09-15,641
2008-09-16,636
2008-09-17,631
2008-09-18,626
2008-09-19,621
2008-09-20,616
2008-09-21,611
2008-09-22,605
2008-09-23,600
2008-09-24,595
2008-09-25,590
2008-09-26,584
2008-09-27,579
2008-09-28,574
2008-09-29,569
2008-09-30,563
2008-10-01,558
2008-10-02,553
2008-10-03,548
2008-10-04,542
2008-10-05,537
2008-10-06,576
2008-10-07,570
2008-10-08,565
2008-10-09,559
2008-10-10,553
2008-10-11,548
2008-10-12,542
2008-10-13,537
2008-10-14,531
2008-10-15,526
2008-10-16,520
2008-10-17,514
2008-10-18,509
2008-10-19,503
2008-10-20,498
2008-10-21,493
2008-10-22,487
2008-10-23,482
2008-10-24,477
2008-10-25,514
2008-10-26,509
2008-10-27,503
2008-10-28,497
2008-10-29,492
2008-10-30,487
2008-10-31,481
2008-11-01,476
2008-11-02,471
2008-11-03,466
2008-11-04,461
2008-11-05,456
2008-11-06,451
2008-11-07,446
2008-11-08,441
2008-11-09,436
2008-11-10,432
2008-11-11,427
2008-11-12,423
2008-11-13,418
2008-11-14,414
2008-11-15,410
2008-11-16,406
2008-11-17,402
2008-11-18,398
2008-11-19,394
2008-11-20,390
2008-11-21,387
2008-11-22,383
2008-11-23,380
2008-11-24,376
2008-11-25,373
2008-11-26,370
2008-11-27,367
2008-11-28,401
2008-11-29,398
2008-11-30,395
2008-12-01,392
2008-12-02,390
2008-12-03,387
2008-12-04,385
2008-12-05,383
2008-12-06,381
2008-12-07,379
2008-12-08,377
2008-12-09,375
2008-12-10,373
2008-12-11,372
2008-12-12,371
2008-12-13,370
2008-12-14,369
2008-12-15,368
2008-12-16,367
2008-12-17,367
2008-12-18,366
2008-12-19,366
2008-12-20,366
2008-12-21,366
2008-12-22,366
2008-12-23,366
2008-12-24,367
2008-12-25,367
2008-12-26,368
2008-12-27,369
2008-12-28,370
2008-12-29,371
2008-12-30,372
2008-12-31,374
2009-01-01,375
2009-01-02,377
2009-01-03,379
2009-01-04,381
2009-01-05,383
2009-01-06,385
2009-01-07,388
2009-01-08,390
2009-01-09,393
2009-01-10,396
2009-01-11,399
2009-01-12,402
2009-01-13,405
2009-01-14,408
2009-01-15,412
2009-01-16,415
2009-01-17,419
2009-01-18,423
2009-01-19,427
2009-01-20,431
2009-01-21,435
2009-01-22,399
2009-01-23,403
2009-01-24,407
2009-01-25,412
2009-01-26,416
2009-01-27,420
2009-01-28,425
2009-01-29,430
2009-01-30,434
2009-01-31,439
2009-02-01,444
2009-02-02,449
2009-02-03,454
2009-02-04,459
2009-02-05,464
2009-02-06,469
2009-02-07,475
2009-02-08,480
2009-02-09,445
2009-02-10,450
2009-02-11,455
2009-02-12,461
2009-02-13,466
2009-02-14,471
2009-02-15,477
2009-02-16,482
2009-02-17,488
2009-02-18,493
2009-02-19,499
2009-02-20,504
2009-02-21,510
2009-02-22,515
2009-02-23,521
2009-02-24,527
2009-02-25,533
2009-02-26,538
2009-02-27,544
2009-02-28,550
2009-03-01,556
2009-03-02,562
2009-03-03,567
2009-03-04,573
2009-03-05,579
2009-03-06,585
2009-03-07,591
2009-03-08,597
2009-03-09,603
2009-03-10,609
2009-03-11,615
2009-03-12,621
2009-03-13,627
2009-03-14,632
2009-03-15,638
2009-03-16,644
2009-03-17,650
2009-03-18,656
2009-03-19,662
2009-03-20,668
2009-03-21,621
2009-03-22,627
2009-03-23,632
2009-03-24,637
2009-03-25,642
2009-03-26,647
2009-03-27,653
2009-03-28,658
2009-03-29,663
2009-03-30,668
2009-03-31,673
